Name,URL,Cuisine,Ingredients,key_ingredients
Polish Noodles (Cottage Cheese and Noodles),https://www.allrecipes.com/recipe/222405/polish-noodles-cottage-cheese-and-noodles/,Polish,½ cup butter 1 small onion diced 1 16 ounce package egg noodles 1 16 ounce container cottage cheese ½ cup sour cream ½ teaspoon sea salt ¼ teaspoon ground black pepper,"['onion', 'cheese', 'butter']"
Bigos (Hunter's Stew),https://www.allrecipes.com/recipe/138131/bigos-hunters-stew/,Polish,1 pound kielbasa sausage sliced into 12 inch pieces 2 thick slices hickorysmoked bacon 1 pound cubed pork stew meat ¼ cup allpurpose flour 4 cups shredded green cabbage 2  carrots diced 1  onion diced 1 ½ cups sliced fresh mushrooms 3 cloves garlic chopped 1 16 ounce jar sauerkraut rinsed and well drained ¼ cup dry red wine 1  bay leaf 1 tablespoon sweet paprika 1 teaspoon dried basil 1 teaspoon dried marjoram ¼ teaspoon salt ⅛ teaspoon ground black pepper ⅛ teaspoon caraway seed crushed 1 pinch cayenne pepper 5 cups beef stock 1 cup canned diced tomatoes ½ ounce dried mushrooms 2 tablespoons canned tomato paste 1 dash bottled hot pepper sauce 1 dash Worcestershire sauce,"['cabbage', 'mushrooms', 'garlic', 'onion', 'hot pepper', 'carrot', 'tomato', 'beef', 'pork', 'sausage', 'flour']"
Kielbasa and Cabbage,https://www.allrecipes.com/recipe/14714/kielbasa-and-cabbage/,Polish,6 slices bacon 1  onion chopped ¼ cup water 2 tablespoons white sugar or to taste 3 teaspoons caraway seed 2 teaspoons minced garlic ¼ teaspoon crushed red pepper flakes ¼ teaspoon seasoning salt 1 large head cabbage cut into small wedges 1 pound Polish kielbasa,"['cabbage', 'garlic', 'onion', 'sugar']"
Mizeria (Polish Cucumber Salad),https://www.allrecipes.com/recipe/223244/mizeria-polish-cucumber-salad/,Polish,1 pound small cucumbers peeled and thinly sliced   salt to taste 1 bunch dill chopped 2 ½ tablespoons sour cream 1 teaspoon lemon juice 1 pinch white sugar or to taste   ground black pepper to taste,"['cucumber', 'sugar']"
Slow Cooker Kielbasa and Beer,https://www.allrecipes.com/recipe/21380/slow-cooker-kielbasa-and-beer/,Polish,2 pounds kielbasa sausage cut into 1 inch pieces 1 16 ounce can sauerkraut drained 1 12 fluid ounce can or bottle beer,['sausage']
Beef and Beet Borscht,https://www.allrecipes.com/recipe/229451/beef-and-beet-borscht/,Polish,1 1 inch thick slice bonein beef shank 3 quarts water 1  onion chopped 1 cup chopped carrots ½ cup chopped celery 1  bay leaf 3 cups diced peeled beets 2 cups chopped cabbage ¼ cup white vinegar or to taste   salt and ground black pepper to taste 1 cup sour cream for garnish 2 tablespoons chopped fresh dill for garnish,"['cabbage', 'celery', 'onion', 'beet', 'carrot', 'beef']"
Stewed Cabbage,https://www.allrecipes.com/recipe/20785/stewed-cabbage/,Polish,¼ cup butter 2  onions chopped 1 stalk celery chopped 2 cloves garlic chopped 1 medium head cabbage cut into squares 1 145 ounce can stewed tomatoes with liquid   salt and pepper to taste,"['cabbage', 'celery', 'garlic', 'onion', 'tomato', 'butter']"
Golabki (Stuffed Cabbage Rolls),https://www.allrecipes.com/recipe/234975/golabki-stuffed-cabbage-rolls/,Polish,1 head cabbage cored 2 tablespoons butter 1 large onion chopped 1 pound ground beef ½ pound ground pork 1 ½ cups cooked rice 1 teaspoon finely chopped garlic 1 teaspoon salt plus more to taste ¼ teaspoon ground black pepper plus more to taste 3 105 ounce cans condensed tomato soup 2 12 fluid ounce cans tomato juice or more to taste ½ cup ketchup,"['cabbage', 'garlic', 'onion', 'tomato', 'rice', 'beef', 'pork', 'butter']"
Beef and Cabbage (Lazy Golumpki),https://www.allrecipes.com/recipe/244848/beef-and-cabbage-lazy-golumpki/,Polish,1 head green cabbage cut into bitesize pieces 1 pound ground beef 1 teaspoon salt 1 teaspoon dried parsley ¼ teaspoon onion powder ⅛ teaspoon ground black pepper 2 cups water 1 cup white rice 1 1075 ounce can condensed tomato soup such as Campbells 1 32 ounce container crushed tomatoes such as Hunts,"['cabbage', 'onion', 'tomato', 'rice', 'beef']"
17 Polish Recipes to Make Your Grandmother Proud,https://www.allrecipes.com/gallery/polish-grandmother-recipes/,Polish,,[]
Easy and Quick Halushki,https://www.allrecipes.com/recipe/222509/easy-and-quick-halushki/,Polish,1 pound bacon 1  onion diced 1 16 ounce package egg noodles 1 head cabbage sliced   salt and ground black pepper to taste,"['cabbage', 'onion']"
Paska Bread,https://www.allrecipes.com/recipe/7042/paska-bread/,Polish,2 25 ounce packages active dry yeast ½ cup warm water 110 degrees F45 degrees C ½ cup white sugar 3 cups warm milk 4 cups allpurpose flour,"['milk', 'flour', 'sugar']"
Basic Babka,https://www.allrecipes.com/recipe/262291/basic-babka/,Polish,½ cup white sugar ¼ cup butter 1 teaspoon salt 1 cup hot milk 185 degrees F 85 degrees C 2 25 ounce packages active dry yeast ¼ cup warm water 110 degrees F 43 degrees C 2  eggs 4 ½ cups allpurpose flour,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Kruschicki,https://www.allrecipes.com/recipe/10350/kruschicki/,Polish,6  egg yolks ½ pint sour cream 3 tablespoons white sugar 1 tablespoon vanilla extract 1 tablespoon whiskey 3 cups allpurpose flour 1 cup vegetable oil for frying ⅓ cup confectioners sugar for decoration,"['flour', 'sugar']"
Lazy Man's Pierogi,https://www.allrecipes.com/recipe/38389/lazy-mans-pierogi/,Polish,1 16 ounce package rotelle pasta ½ pound bacon chopped 2  onions chopped ½ pound mushrooms quartered 1 tablespoon butter 1 16 ounce can sauerkraut  rinsed and drained 2 1075 ounce cans condensed cream of mushroom soup   salt and pepper to taste,"['mushrooms', 'onion', 'butter']"
Kotlet Schabowy (Polish Breaded Pork Chop),https://www.allrecipes.com/recipe/258891/kotlet-schabowy-polish-breaded-pork-chop/,Polish,2  boneless pork chops   salt and freshly ground black pepper to taste 1 tablespoon allpurpose flour 1  egg 5 tablespoons bread crumbs 2 tablespoons vegetable oil or as needed,"['pork', 'flour']"
Baked Chicken Reuben,https://www.allrecipes.com/recipe/22471/baked-chicken-reuben/,Polish,6  skinless boneless chicken breast halves ¼ teaspoon salt ⅛ teaspoon ground black pepper 1 16 ounce can sauerkraut drained and pressed 4 slices Swiss cheese 1 ¼ cups thousand island salad dressing 1 tablespoon chopped fresh parsley,"['chicken', 'cheese']"
Sweet Polish Sausage,https://www.allrecipes.com/recipe/18837/sweet-polish-sausage/,Polish,2 pounds kielbasa sausage cut into 1 inch pieces ⅓ cup Worcestershire sauce 1 tablespoon fresh lemon juice 1  onion chopped ½ cup brown sugar 2 dashes hot pepper sauce ⅔ cup water,"['onion', 'hot pepper', 'sausage', 'sugar']"
Faworki (Polish Chrusciki),https://www.allrecipes.com/recipe/246574/faworki-polish-chrusciki/,Polish,2 ½ cups allpurpose flour 6  egg yolks 3 tablespoons sour cream 2 tablespoons white sugar 2 tablespoons butter softened 1 tablespoon rum 1 pinch salt 2 cups vegetable oil for frying ½ cup confectioners sugar or as needed,"['butter', 'flour', 'sugar']"
Borscht I,https://www.allrecipes.com/recipe/13015/borscht-i/,Polish,6 cups water ¾ tablespoon salt ½ cup finely chopped carrots ¼ cup chopped green bell pepper divided ½ stalk celery chopped 1 medium beet ½ cup canned peeled and diced tomatoes 3  potatoes quartered ⅓ cup butter ½ cup chopped onion 1 ½ cups canned tomatoes 3 cups finely shredded cabbage divided ¼ cup heavy cream ¾ cup diced potatoes 1 tablespoon dried dill weed ¼ teaspoon ground black pepper to taste   salt and freshly ground black pepper to taste,"['cabbage', 'celery', 'onion', 'bell pepper', 'beet', 'carrot', 'potato', 'tomato', 'butter']"
Eastern European Kotlety,https://www.allrecipes.com/recipe/221401/eastern-european-kotlety/,Polish,1 ⅓ pounds lean ground beef ⅔ cup milk cracker crumbs 1 small sweet yellow onion minced 1  egg well beaten 1 tablespoon milk 1 clove garlic minced Optional 1 ¼ teaspoons kosher salt ½ teaspoon freshly ground black pepper ½ cup vegetable shortening for frying,"['garlic', 'onion', 'beef', 'milk']"
Nut Filling for Kolacky Cookies,https://www.allrecipes.com/recipe/11157/nut-filling-for-kolacky-cookies/,Polish,½ pound ground walnuts 2  egg whites ½ cup super fine sugar,['sugar']
Chef John's Potato and Cheese Pierogi,https://www.allrecipes.com/recipe/8314374/chef-johns-potato-and-cheese-pierogi/,Polish,3 ½ cups allpurpose flour or more as needed 1 teaspoon kosher salt ¼ cup vegetable oil 1 cup warm water 120 to 130 degrees F50 degrees C 2 tablespoons warm water 120 to 130 degrees F50 degrees C,['flour']
Sour Cream Dough for Pierogi,https://www.allrecipes.com/recipe/245594/sour-cream-dough-for-pierogi/,Polish,6 cups allpurpose flour or more as needed 2 teaspoons salt 3  eggs ½ cup sour cream ¼ cup milk or more as needed,"['eggs', 'milk', 'flour']"
Easy Polish Noodles,https://www.allrecipes.com/recipe/246178/easy-polish-noodles/,Polish,1 495 fluid ounce can chicken broth ½ cup water or as desired 1 tablespoon chicken soup base or more to taste 1 16 ounce package kluski noodles,['chicken']
Pierogi Casserole,https://www.allrecipes.com/recipe/18841/pierogi-casserole/,Polish,5  potatoes peeled and cubed ½ cup milk ½ cup butter melted ½ pound bacon diced 1  onion chopped 6 cloves garlic minced ½ 16 ounce package lasagna noodles 2 cups shredded Cheddar cheese   salt and pepper to taste 1 8 ounce container sour cream 3 tablespoons chopped fresh chives,"['garlic', 'onion', 'potato', 'milk', 'cheese', 'butter']"
Polish Meat and Potatoes,https://www.allrecipes.com/recipe/31796/polish-meat-and-potatoes/,Polish,4  potatoes peeled and cut into 1 inch cubes 1  onion chopped 2  green bell peppers cut into 1 inch pieces ½ teaspoon onion powder ½ teaspoon garlic powder ½ teaspoon salt ¼ teaspoon black pepper ¼ cup vegetable oil 1 16 ounce package kielbasa sausage cut into 1 inch pieces,"['garlic', 'onion', 'bell pepper', 'potato', 'sausage']"
Polish Gołąbki (Stuffed Cabbage Rolls),https://www.allrecipes.com/recipe/223270/polish-golobki-gawumpki/,Polish,2 heads cabbage cored 2 tablespoons margarine 2  onions diced 4 pounds ground beef 2 105 ounce cans chicken with rice soup 2 cups rice 2  eggs 1 teaspoon dried marjoram or to taste   salt and ground black pepper to taste 1 1075 ounce can golden mushroom soup,"['cabbage', 'onion', 'rice', 'chicken', 'eggs', 'beef']"
Authentic Polish Pickle Soup (Zupa Orgorkowa),https://www.allrecipes.com/recipe/221402/authentic-polish-pickle-soup-zupa-orgorkowa/,Polish,2  chicken leg quarters skin removed 5 cups water or as needed to cover ½ small head green cabbage chopped 2  carrots peeled and sliced 2 stalks celery sliced 1  onion sliced 2  bay leaves 3 tablespoons chopped fresh parsley 1 clove garlic minced 1 pinch ground thyme 1 pinch dried marjoram   salt and ground black pepper to taste 4 small dill pickles thinly sliced 1 tablespoon allpurpose flour ¼ cup sour cream,"['cabbage', 'celery', 'garlic', 'onion', 'carrot', 'chicken', 'flour']"
Cheese Babka,https://www.allrecipes.com/recipe/216890/cheese-babka/,Polish,1 25 ounce package active dry yeast 1 pinch white sugar ¼ cup warm water 110 degrees F45 degrees C ½ cup butter melted ¼ cup white sugar 1 ½ teaspoons salt 2 teaspoons vanilla extract ¾ cup lukewarm milk 3  eggs 4 cups allpurpose flour divided,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
Bialys,https://www.allrecipes.com/recipe/285393/bialys/,Polish,3 ¾ cups bread flour ½ teaspoon instant yeast 1 ½ teaspoons kosher salt 1 ½ cups water at room temperature,['flour']
Instant Pot® Haluski with Kielbasa,https://www.allrecipes.com/recipe/278436/instant-pot-haluski-with-kielbasa/,Polish,2 tablespoons butter 1 small yellow onion diced 1 medium head cabbage shredded 1 pound kielbasa sausage sliced 2 cups chicken broth 1 12 ounce bag egg noodles   salt and ground black pepper to taste,"['cabbage', 'onion', 'chicken', 'sausage', 'butter']"
Plum Butter,https://www.allrecipes.com/recipe/255523/plum-butter/,Polish,4 ½ pounds plums pitted and diced ¼ cup water or as needed 1 cup white sugar,"['plum', 'sugar']"
Lazy Pierogi,https://www.allrecipes.com/recipe/18834/lazy-pierogi/,Polish,3 pounds sauerkraut 1  onion chopped 1 pound uncooked rotini pasta 1 pound fresh mushrooms chopped ½ pound butter 2 1075 ounce cans condensed cream of mushroom soup,"['mushrooms', 'onion', 'butter']"
Duck Soup (Czarnina),https://www.allrecipes.com/recipe/13250/duck-soup-czarnina/,Polish,1 4 pound wild duck whole 4 cups duck blood 8 cups water 1 teaspoon salt 1 stalk celery cut into 2 inch pieces 1 sprig chopped fresh parsley 1 cup heavy cream 5  whole allspice berries 2  whole cloves 16 ounces pitted prunes ½ cup raisins 1  tart apple  peeled cored and chopped 2 tablespoons allpurpose flour 1 tablespoon white sugar   salt and pepper to taste 1 tablespoon fresh lemon juice,"['celery', 'apple', 'flour', 'sugar']"
Slow Cooker Sweet and Sour Kielbasa,https://www.allrecipes.com/recipe/24764/slow-cooker-sweet-and-sour-kielbasa/,Polish,6 tablespoons butter 2 large onions sliced 1 cup packed brown sugar 14 ounces ketchup 3 tablespoons cider vinegar 1 ½ teaspoons spicy brown mustard 1 tablespoon Worcestershire sauce 2 teaspoons hot pepper sauce 1 pound kielbasa sausage cut into 1 inch pieces,"['onion', 'hot pepper', 'sausage', 'butter', 'sugar']"
Polish Egg Bread,https://www.allrecipes.com/recipe/54914/polish-egg-bread/,Polish,5 packages active dry yeast 2 cups lukewarm water divided 1 quart whole milk 1 cup butter cut into pieces 1 ½ cups superfine sugar 2 tablespoons salt 1 teaspoon salt 10  eggs room temperature 5 pounds bread flour,"['eggs', 'milk', 'butter', 'flour', 'sugar']"
12 Comforting Polish Cabbage Recipes That Are Family Favorites,https://www.allrecipes.com/gallery/polish-cabbage-recipes/,Polish,,[]
Polish Chicken and Dumplings,https://www.allrecipes.com/recipe/47705/polish-chicken-and-dumplings/,Polish,1 3 pound whole chicken 1  onion chopped 1 stalk celery with leaves 1 tablespoon poultry seasoning 1 teaspoon whole allspice 1 teaspoon dried basil ½ teaspoon salt 1 teaspoon black pepper 1 teaspoon seasoning salt 1 1075 ounce can condensed cream of chicken soup Optional,"['celery', 'onion', 'chicken']"
Klupskies (Polish Burgers),https://www.allrecipes.com/recipe/222777/klupskies-polish-burgers/,Polish,1 pound ground beef 1 small onion diced ½  green pepper diced 1  egg 2 tablespoons ketchup ¼ teaspoon sea salt 2 slices white bread torn into small pieces   cooking spray with olive oil,"['onion', 'beef']"
Polish Poppy Seed Cake,https://www.allrecipes.com/recipe/259179/polish-poppy-seed-cake/,Polish,3 ½ cups poppy seeds   boiling water to cover 5  eggs separated 9 tablespoons margarine 1 cup white sugar 2  apple  peeled cored and grated ½ cup chopped walnuts ½ cup raisins 3 tablespoons honey 3 tablespoons dry bread crumbs 1 teaspoon almond extract,"['apple', 'eggs', 'sugar']"
Chocolate Babka,https://www.allrecipes.com/recipe/176381/chocolate-babka/,Polish,¾ cup milk ¼ cup butter 2 cups bread flour 2 cups allpurpose flour 2 teaspoons active dry yeast ¼ cup white sugar ¼ cup water Optional 1 large egg ¾ teaspoon salt,"['milk', 'butter', 'flour', 'sugar']"
"Big Ray's White Bean, Kale, and Kielbasa Soup",https://www.allrecipes.com/recipe/241130/big-rays-white-bean-kale-and-kielbasa-soup/,Polish,1 bunch kale stems removed and discarded 1 tablespoon olive oil 8 ounces kielbasa sausage sliced thin 1 bunch green onions sliced 3 cups chicken broth 1 155 ounce can white beans drained and rinsed ½ teaspoon salt 1 pinch ground black pepper to taste 1 pinch grated Parmesan cheese or to taste,"['beans', 'onion', 'chicken', 'sausage', 'cheese']"
Easter White Borscht,https://www.allrecipes.com/recipe/237262/easter-white-borscht/,Polish,9 cups water 3 pounds kielbasa sausage 2 cloves garlic whole 3 tablespoons butter 2  leeks chopped 1 medium white onion diced 3 cloves garlic minced 2 large bay leaves 1 ½ cups sour cream ¼ cup allpurpose flour or more as needed ¼ cup chopped fresh dill 2 tablespoons white vinegar or more to taste   salt and ground black pepper to taste 4 large hardcooked eggs chopped,"['garlic', 'onion', 'eggs', 'sausage', 'butter', 'flour']"
9 Quick Polish Recipes Ready in 45 Minutes or Less,https://www.allrecipes.com/gallery/quick-polish-recipes/,Polish,,[]
Lazy Golumpki (Stuffed Cabbage) Soup,https://www.allrecipes.com/recipe/244847/lazy-golumpki-stuffed-cabbage-soup/,Polish,2 tablespoons butter 1 large sweet onion diced 1 ½ pounds lean ground beef 4 cups water 1 head cabbage cut into bitesize pieces 1 28 ounce can tomato puree 2 105 ounce cans condensed tomato soup 1 cup longgrain brown rice 2 cubes beef bouillon   salt and ground black pepper to taste,"['cabbage', 'onion', 'tomato', 'rice', 'beef', 'butter']"
German Wurst Salad,https://www.allrecipes.com/recipe/71988/german-wurst-salad/,Polish,1 3 pound German bologna block ½ cup distilled white vinegar 2 tablespoons vegetable oil 1 small onion finely chopped 1  tomato thinly sliced ½ teaspoon minced garlic ½ teaspoon minced fresh chives ½ teaspoon minced fresh parsley 4  Polskie Ogorki Polish Dill Pickles,"['garlic', 'onion', 'tomato']"
